UniqueID,biddable,startprice,condition,cellular,carrier,color,storage,productline,sold,noDescription,charCountDescription,upperCaseDescription,startprice_99end
10714,biddable,112,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,100,6,not a 99 ending
10715,biddable,89.99,used,Cellular,Sprint/T-Mobile,Gold,16/32/64 GB,iPad 3,1,no description,4,1,99 ending
10716,biddable,80,used,Cellular,AT&T,Black,16/32/64 GB,iPad 4,1,contains description,0,0,not a 99 ending
10717,not biddable,288,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,1,no description,99,1,not a 99 ending
10718,not biddable,159.95,refurbished,Unknown,Unknown,Unknown,Unknown,iPad mini,0,no description,56,7,not a 99 ending
10719,not biddable,319,used,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10720,biddable,10,used,Cellular,Unknown,Unknown,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10721,biddable,99.99,used,No cellular,None,White,16/32/64 GB,iPad 3,1,no description,41,2,99 ending
10722,biddable,244.96,used,No cellular,None,White,16/32/64 GB,iPad 4,0,no description,95,4,not a 99 ending
10723,biddable,56,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,98,5,not a 99 ending
10724,not biddable,340,new,No cellular,None,White,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10725,biddable,129.99,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10726,biddable,0.99,new,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,99,4,99 ending
10727,biddable,150,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10728,biddable,79.97,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10729,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,no description,95,6,99 ending
10730,biddable,300,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10731,biddable,459,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10732,not biddable,99.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10733,not biddable,209.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,98,1,99 ending
10734,biddable,19.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,99 ending
10735,not biddable,80,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10736,biddable,99.97,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad mini 2,1,no description,96,10,not a 99 ending
10737,not biddable,220,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,49,1,not a 99 ending
10738,biddable,350,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10739,not biddable,169.99,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,0,no description,49,1,99 ending
10740,biddable,100,used,No cellular,None,Black,16/32/64 GB,iPad 3,1,no description,56,44,not a 99 ending
10741,biddable,199.97,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,no description,88,2,not a 99 ending
10742,not biddable,559.99,new,No cellular,None,Gold,128 GB,iPad mini3,0,contains description,0,0,99 ending
10743,biddable,90,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10744,not biddable,320,new,Unknown,Unknown,Black,16/32/64 GB,iPad Air 1/2,0,no description,29,1,not a 99 ending
10745,biddable,174,new,Unknown,Unknown,Space Gray,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10746,not biddable,400,new,Cellular,Sprint/T-Mobile,Unknown,128 GB,iPad 4,0,contains description,0,0,not a 99 ending
10747,not biddable,209,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
10748,biddable,350,new,Cellular,Sprint/T-Mobile,White,16/32/64 GB,iPad mini 2,0,contains description,0,0,not a 99 ending
10749,biddable,95,used,Cellular,Verizon,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10750,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad mini3,1,no description,32,1,99 ending
10751,not biddable,200,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10752,biddable,265,used,Cellular,Sprint/T-Mobile,Unknown,16/32/64 GB,iPad Air 1/2,0,no description,105,3,not a 99 ending
10753,biddable,0.99,used,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,33,4,99 ending
10754,not biddable,149.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,1,no description,14,2,99 ending
10755,biddable,199,used,Cellular,AT&T,Space Gray,16/32/64 GB,iPad Air 1/2,1,no description,97,7,99 ending
10756,biddable,125,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10757,biddable,75,used,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10758,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10759,biddable,99.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,76,1,99 ending
10760,biddable,150,used,No cellular,None,Black,16/32/64 GB,Unknown,0,contains description,0,0,not a 99 ending
10761,biddable,0.99,used,Cellular,Verizon,Black,16/32/64 GB,iPad 3,1,contains description,0,0,99 ending
10762,biddable,449.99,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
10763,not biddable,180,new,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10764,not biddable,400,used,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10765,not biddable,249.99,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,no description,24,2,99 ending
10766,biddable,199,used,No cellular,None,Black,16/32/64 GB,iPad 3,0,contains description,0,0,99 ending
10767,not biddable,614.99,new,Cellular,Unknown,Space Gray,128 GB,iPad mini3,0,contains description,0,0,99 ending
10768,biddable,1,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad Air 1/2,1,no description,65,2,not a 99 ending
10769,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10770,not biddable,260,refurbished,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10771,not biddable,265,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,no description,15,1,not a 99 ending
10772,not biddable,129.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,contains description,0,0,99 ending
10773,biddable,50,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10774,biddable,266.05,used,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10775,biddable,485,new,No cellular,None,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10776,not biddable,171,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
10777,not biddable,76,used,No cellular,None,White,16/32/64 GB,Unknown,0,no description,103,3,not a 99 ending
10778,biddable,10,new,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,1,no description,98,10,not a 99 ending
10779,biddable,50,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10780,biddable,129,used,No cellular,None,White,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10781,biddable,0.01,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,no description,100,4,not a 99 ending
10782,biddable,1,refurbished,No cellular,None,White,16/32/64 GB,iPad 2,1,contains description,0,0,not a 99 ending
10783,not biddable,350,new,No cellular,None,Unknown,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10784,biddable,50,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10785,biddable,164,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10786,biddable,249.95,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10787,not biddable,339,new,Unknown,Unknown,Space Gray,Unknown,Unknown,0,contains description,0,0,not a 99 ending
10788,not biddable,200,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
10789,not biddable,160,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10790,biddable,50,used,No cellular,None,Black,16/32/64 GB,iPad 4,1,no description,39,1,not a 99 ending
10791,biddable,395,new,Cellular,Unknown,White,16/32/64 GB,iPad 3,0,contains description,0,0,not a 99 ending
10792,biddable,550,used,No cellular,None,Gold,128 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10793,biddable,800,new,Cellular,Unknown,Gold,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10794,biddable,525,used,No cellular,None,White,128 GB,iPad Air 1/2,1,no description,64,4,not a 99 ending
10795,biddable,175,used,Cellular,Sprint/T-Mobile,White,16/32/64 GB,iPad mini 2,1,no description,34,1,not a 99 ending
10796,biddable,199.99,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10797,biddable,349.99,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10798,biddable,50,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10799,not biddable,239.99,used,Cellular,Verizon,White,16/32/64 GB,iPad mini,1,no description,100,3,99 ending
10800,not biddable,565.95,new,No cellular,None,Space Gray,128 GB,iPad Air 1/2,0,no description,14,3,not a 99 ending
10801,biddable,180,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10802,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10803,not biddable,630,used,Cellular,Verizon,White,128 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10804,not biddable,89,used,Cellular,AT&T,White,16/32/64 GB,Unknown,0,no description,99,1,not a 99 ending
10805,biddable,399,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,99 ending
10806,not biddable,232.99,new,Unknown,Unknown,Space Gray,Unknown,Unknown,0,contains description,0,0,99 ending
10807,not biddable,167.38,used,Unknown,Unknown,Unknown,Unknown,Unknown,0,contains description,0,0,not a 99 ending
10808,biddable,65,used,Cellular,AT&T,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10809,not biddable,299,used,No cellular,None,Unknown,16/32/64 GB,iPad 3,0,no description,97,5,99 ending
10810,biddable,0.99,refurbished,No cellular,None,Black,16/32/64 GB,iPad 1,1,no description,33,4,99 ending
10811,biddable,160,used,No cellular,None,White,16/32/64 GB,iPad mini Retina,1,contains description,0,0,not a 99 ending
10812,biddable,346,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10813,biddable,0.01,used,No cellular,None,Black,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10814,biddable,50,new,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,no description,13,0,not a 99 ending
10815,not biddable,299,used,No cellular,None,Black,16/32/64 GB,iPad mini Retina,0,contains description,0,0,99 ending
10816,biddable,0.99,used,No cellular,None,Gold,16/32/64 GB,iPad mini3,1,no description,34,2,99 ending
10817,biddable,0.99,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10818,not biddable,249.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini,0,contains description,0,0,99 ending
10819,not biddable,175,refurbished,No cellular,None,Black,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10820,biddable,0.99,refurbished,Cellular,Unknown,Gold,16/32/64 GB,iPad Air 1/2,1,no description,97,12,99 ending
10821,not biddable,129.99,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,98,6,99 ending
10822,biddable,0.99,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10823,biddable,239,used,No cellular,None,Space Gray,16/32/64 GB,iPad mini 2,1,no description,70,3,not a 99 ending
10824,not biddable,250,new,No cellular,None,Black,16/32/64 GB,iPad 3,1,contains description,0,0,not a 99 ending
10825,biddable,150,used,Cellular,Verizon,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10826,biddable,75,used,Cellular,Verizon,Black,Unknown,iPad mini,1,contains description,0,0,not a 99 ending
10827,biddable,319.99,used,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,no description,95,12,99 ending
10828,biddable,249.97,refurbished,Cellular,Unknown,Black,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10829,not biddable,188,used,Cellular,AT&T,White,16/32/64 GB,Unknown,0,no description,99,1,not a 99 ending
10830,biddable,300,new,No cellular,None,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10831,not biddable,199.99,used,No cellular,None,White,16/32/64 GB,iPad mini,0,no description,97,3,99 ending
10832,biddable,160.57,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,no description,89,3,not a 99 ending
10833,not biddable,182,used,Cellular,Verizon,White,16/32/64 GB,iPad 2,0,no description,98,2,not a 99 ending
10834,not biddable,300,used,No cellular,None,Black,16/32/64 GB,Unknown,1,contains description,0,0,not a 99 ending
10835,biddable,109,used,No cellular,None,Unknown,16/32/64 GB,iPad mini,1,contains description,0,0,not a 99 ending
10836,biddable,125,used,Unknown,Unknown,Unknown,16/32/64 GB,iPad 2,0,contains description,0,0,not a 99 ending
10837,not biddable,37.98,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,contains description,0,0,not a 99 ending
10838,biddable,400,new,Cellular,Sprint/T-Mobile,Space Gray,16/32/64 GB,iPad Air 1/2,1,contains description,0,0,not a 99 ending
10839,not biddable,529.99,new,Cellular,Unknown,Space Gray,16/32/64 GB,iPad mini3,0,contains description,0,0,99 ending
10840,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,contains description,0,0,99 ending
10841,biddable,79.99,used,No cellular,None,White,16/32/64 GB,iPad 1,0,no description,9,0,99 ending
10842,not biddable,119.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,0,no description,99,3,99 ending
10843,biddable,100,used,Cellular,Sprint/T-Mobile,Unknown,128 GB,iPad mini 2,1,no description,98,3,not a 99 ending
10844,biddable,0.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 2,1,contains description,0,0,99 ending
10845,not biddable,649.99,new,Cellular,Verizon,Black,128 GB,iPad 4,0,contains description,0,0,99 ending
10846,not biddable,399.99,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,1,contains description,0,0,99 ending
10847,not biddable,299,used,Cellular,Unknown,White,16/32/64 GB,iPad 4,0,no description,93,4,99 ending
10848,biddable,150,used,No cellular,None,Black,16/32/64 GB,iPad mini,1,no description,106,2,not a 99 ending
10849,not biddable,258.98,new,No cellular,None,White,16/32/64 GB,iPad mini,0,contains description,0,0,not a 99 ending
10850,not biddable,279.99,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,0,no description,100,54,99 ending
10851,not biddable,150,used,No cellular,None,Black,16/32/64 GB,iPad 2,0,no description,58,11,not a 99 ending
10852,not biddable,350,new,No cellular,None,Space Gray,16/32/64 GB,iPad mini3,0,contains description,0,0,not a 99 ending
10853,biddable,75,used,Cellular,Unknown,Black,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10854,biddable,0.99,used,Unknown,Unknown,Unknown,Unknown,Unknown,1,no description,100,2,99 ending
10855,biddable,0.99,used,Cellular,AT&T,Unknown,16/32/64 GB,iPad mini 2,1,contains description,0,0,99 ending
10856,not biddable,249.99,used,Cellular,AT&T,White,16/32/64 GB,iPad 3,0,contains description,0,0,99 ending
10857,not biddable,200,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,0,contains description,0,0,not a 99 ending
10858,biddable,100,used,No cellular,None,Unknown,16/32/64 GB,iPad 4,1,no description,56,0,not a 99 ending
10859,not biddable,90,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,no description,15,2,not a 99 ending
10860,biddable,375,used,No cellular,None,White,128 GB,iPad mini 2,1,no description,59,1,not a 99 ending
10861,biddable,0.99,refurbished,No cellular,None,White,16/32/64 GB,iPad Air 1/2,1,no description,99,6,99 ending
10862,not biddable,250,used,No cellular,None,Black,16/32/64 GB,iPad 4,0,contains description,0,0,not a 99 ending
10863,biddable,0.99,used,No cellular,None,White,16/32/64 GB,iPad 2,1,no description,10,1,99 ending
10864,biddable,185,new,No cellular,None,White,16/32/64 GB,iPad mini 2,1,contains description,0,0,not a 99 ending
10865,not biddable,579.99,new,No cellular,None,White,128 GB,iPad Air 1/2,0,no description,101,3,99 ending
10866,biddable,0.99,used,No cellular,None,Black,16/32/64 GB,iPad 1,1,contains description,0,0,99 ending
10867,biddable,500,used,Cellular,Unknown,White,128 GB,iPad Air 1/2,0,contains description,0,0,not a 99 ending
10868,biddable,107,used,Cellular,Unknown,Black,16/32/64 GB,iPad 4,1,no description,27,2,not a 99 ending
10869,biddable,300,used,No cellular,None,Unknown,16/32/64 GB,Unknown,1,no description,95,1,not a 99 ending
10870,not biddable,159.99,used,No cellular,None,Black,16/32/64 GB,iPad mini,1,no description,49,2,99 ending
10871,biddable,45,used,No cellular,None,Unknown,16/32/64 GB,iPad 1,1,contains description,0,0,not a 99 ending
10872,not biddable,249.99,used,Cellular,AT&T,White,16/32/64 GB,iPad mini,1,no description,99,4,99 ending
