"","carat","cut","color","clarity","depth","table","price","x","y","z","price_hilo"
"24033",0.41,"Ideal","F","VVS1",62,55,1295,4.74,4.78,2.95,0
"15571",1.01,"Ideal","F","SI2",62.4,54,5154,6.41,6.44,4.01,1
"32365",0.8,"Very Good","F","SI2",61.5,56,2652,5.93,5.98,3.66,0
"19995",0.5,"Very Good","F","SI1",60,54,1122,5.13,5.2,3.1,0
"12991",0.24,"Very Good","E","VVS2",62.4,58,552,3.96,3.99,2.48,0
"13689",0.31,"Ideal","G","VS2",62.3,56,544,4.29,4.34,2.69,0
"4624",0.46,"Very Good","D","SI1",62.2,58,927,4.92,4.98,3.08,0
"10985",0.32,"Ideal","E","SI2",61,56,427,4.42,4.44,2.7,0
"32950",1.1,"Ideal","E","SI2",59.4,54,4071,6.79,6.74,4.02,1
"17746",0.59,"Ideal","D","VS1",60.9,56,2175,5.39,5.44,3.3,0
"15141",0.26,"Very Good","G","VVS2",62.2,56,486,4.09,4.12,2.55,0
"36998",1.21,"Premium","F","VS1",61.6,59,9107,6.84,6.77,4.19,1
"7347",1,"Ideal","G","VVS2",62.8,53.9,7520,6.37,6.42,4.02,1
"35630",1.57,"Ideal","E","SI2",61.4,56,10550,7.52,7.44,4.59,1
"18988",1.27,"Premium","I","SI1",60.9,59,5690,6.99,6.94,4.24,1
"28813",2.03,"Very Good","I","SI2",62.8,60,13063,7.99,8.05,5.04,1
"14944",0.41,"Very Good","E","VS2",62.5,56,960,4.75,4.79,2.98,0
"31930",0.38,"Very Good","D","VS1",58.2,58,995,4.77,4.81,2.79,0
"34929",0.77,"Ideal","D","VS2",61.8,56,3721,5.84,5.9,3.63,0
"22047",2.19,"Premium","I","SI2",62.5,58,15169,8.31,8.26,5.18,1
"19997",1.51,"Ideal","I","SI1",59.4,61,8396,7.52,7.46,4.45,1
"22605",2.51,"Good","I","SI2",63.7,61,14209,8.51,8.48,5.41,1
"27129",0.51,"Good","G","VVS2",63.1,58,1875,5.07,5.11,3.21,0
"22311",0.64,"Very Good","G","SI1",64,53.8,1665,5.49,5.53,3.53,0
"38361",1.04,"Ideal","E","SI1",62.6,53,6260,6.49,6.52,4.07,1
"37596",0.8,"Good","F","SI2",63.9,57,2189,5.86,5.84,3.74,0
"14615",0.4,"Ideal","J","VS2",62.3,55,598,4.72,4.75,2.95,0
"10097",0.33,"Ideal","H","VS1",61.9,56,743,4.48,4.44,2.76,0
"12720",0.41,"Premium","D","SI1",59.2,62,947,4.85,4.82,2.86,0
"35664",0.31,"Premium","D","SI1",61.7,59,732,4.35,4.31,2.67,0
"18199",1.52,"Premium","E","SI2",61,59,10214,7.39,7.33,4.49,1
"39338",2.74,"Very Good","J","SI2",61.5,62,17164,8.87,8.9,5.46,1
"18537",0.36,"Premium","D","SI1",61.5,59,663,4.52,4.55,2.79,0
"18086",1.5,"Fair","E","SI2",59.9,68,8190,7.39,7.3,4.4,1
"10709",1.52,"Ideal","I","VVS1",62.3,55,11033,7.32,7.37,4.58,1
"17992",0.27,"Very Good","E","SI1",60.6,57,646,4.19,4.25,2.55,0
"24346",0.32,"Very Good","H","VS1",62.8,58,561,4.35,4.37,2.74,0
"5320",2.27,"Fair","G","I1",68.6,56,7131,7.99,7.94,5.47,1
"30381",0.38,"Ideal","I","VS1",61.5,55.1,703,4.66,4.7,2.88,0
"216",0.41,"Ideal","G","SI2",61.7,55,664,4.78,4.81,2.96,0
"9246",0.55,"Ideal","E","VVS2",61.1,57,2362,5.25,5.29,3.22,0
"26137",1.3,"Good","J","SI1",64,58,5242,6.91,6.84,4.4,1
"34416",0.26,"Ideal","F","IF",61.6,56,657,4.07,4.11,2.52,0
"28119",1,"Premium","E","VS2",63,58,7168,6.25,6.22,3.93,1
"19442",0.32,"Ideal","F","VVS1",61.6,55,854,4.4,4.43,2.72,0
"12031",1.1,"Very Good","E","SI1",61.3,58,4791,6.64,6.71,4.09,1
"29855",0.32,"Ideal","H","VS2",62.5,55,648,4.42,4.38,2.75,0
"20986",0.57,"Premium","I","SI2",62.1,57,1097,5.33,5.29,3.3,0
"1741",0.96,"Good","H","VS1",63.9,54,4456,6.27,6.22,3.99,1
"29849",2.01,"Premium","J","VVS1",62.2,58,15836,8.1,7.89,5,1
"30283",0.32,"Ideal","F","VS2",61.3,56,828,4.43,4.41,2.71,0
"7731",0.4,"Ideal","J","VS1",62.6,55,810,4.75,4.71,2.96,0
"29088",0.32,"Ideal","E","VS2",61,56,662,4.4,4.42,2.69,0
"2606",0.3,"Ideal","F","VS2",61.1,56,573,4.36,4.38,2.67,0
"18449",0.91,"Premium","F","SI2",62.5,56,3822,6.21,6.15,3.86,0
"22351",0.58,"Ideal","F","VVS2",62,56,2509,5.32,5.36,3.31,0
"25236",1.25,"Ideal","H","VS1",62.1,57,8365,6.89,6.92,4.29,1
"30736",0.4,"Very Good","D","VS2",61.6,59,881,4.7,4.75,2.91,0
"5263",0.5,"Very Good","H","VS2",62.9,58,1337,5.08,5.1,3.2,0
"26527",1.06,"Ideal","G","VS1",61.6,56,7594,6.53,6.57,4.04,1
"15572",0.54,"Ideal","I","VS1",61.6,54,1216,5.26,5.3,3.25,0
"14387",0.25,"Very Good","E","VVS2",62,56,560,4.05,4.08,2.52,0
"16995",0.92,"Very Good","I","SI1",63.3,58,3323,6.18,6.14,3.9,0
"10913",0.35,"Very Good","G","VVS1",61.8,57,859,4.5,4.53,2.79,0
"27314",2.65,"Premium","G","SI2",62,61,16314,8.82,8.75,5.45,1
"19076",1.5,"Very Good","I","VS2",63.8,59,9960,7.29,7.23,4.63,1
"24843",0.75,"Very Good","F","SI2",60.5,57,2274,5.88,5.95,3.58,0
"28714",1.15,"Ideal","H","VS2",62.8,54,6772,6.7,6.75,4.22,1
"31956",0.33,"Ideal","E","VS2",60.3,57,928,4.54,4.51,2.73,0
"13979",1.09,"Very Good","G","SI1",60.2,60,5305,6.66,6.7,4.02,1
"9137",0.74,"Ideal","G","VVS2",60.9,58,3495,5.85,5.88,3.57,0
"18171",1.23,"Ideal","G","VVS2",61,55,9525,6.93,6.95,4.23,1
"24481",2.02,"Ideal","H","SI1",62.3,57,16665,8.04,8.14,5.04,1
"20995",1.01,"Good","G","SI1",63.2,55,4326,6.32,6.4,4.02,1
"21207",0.42,"Very Good","D","SI1",63,55,756,4.76,4.79,3.01,0
"35689",0.31,"Very Good","D","SI1",63.5,55,732,4.3,4.27,2.72,0
"18344",0.4,"Very Good","H","VVS1",62.9,56,954,4.69,4.72,2.96,0
"23430",0.56,"Ideal","G","IF",61.8,54,2298,5.31,5.33,3.29,0
"8347",0.31,"Ideal","H","VS2",61.5,56,507,4.38,4.4,2.7,0
"4032",0.32,"Ideal","E","VVS2",62,55,842,4.38,4.4,2.72,0
"13628",0.53,"Ideal","E","VS2",61.7,58,1659,5.16,5.27,3.22,0
"32444",1.34,"Very Good","G","SI2",63.2,57,5245,6.98,6.95,4.4,1
"10469",0.51,"Premium","D","VS2",59.7,58,1882,5.24,5.18,3.11,0
"37934",1.01,"Fair","H","VS1",61.4,66,5062,6.34,6.24,3.87,1
"4416",0.51,"Premium","G","VS1",61.1,58,1656,5.12,5.19,3.15,0
"27943",1.19,"Ideal","I","VS1",61.6,56,7328,6.81,6.83,4.2,1
"2116",1.02,"Very Good","H","VS2",60,63,4604,6.54,6.49,3.91,1
"16936",0.41,"Ideal","H","SI1",61.2,57,683,4.76,4.78,2.92,0
"18850",0.38,"Very Good","D","VS2",58.8,61,871,4.72,4.77,2.79,0
"5505",0.33,"Ideal","E","VS2",62.4,55,723,4.4,4.42,2.75,0
"12627",0.31,"Premium","H","VS1",59.9,59,544,4.38,4.4,2.63,0
"23938",0.54,"Very Good","G","SI1",60.4,56,1404,5.29,5.34,3.21,0
"8991",0.71,"Fair","G","SI1",65.5,55,2300,5.59,5.56,3.65,0
"15609",1,"Very Good","F","SI1",61.8,59,4712,6.33,6.38,3.93,1
"16018",1.2,"Very Good","I","VS2",62.1,60,5986,6.78,6.72,4.19,1
"28929",0.77,"Good","H","SI1",63,65,2393,5.82,5.74,3.64,0
"35681",0.56,"Ideal","E","VS2",60.7,57,1819,5.31,5.34,3.23,0
"28667",0.55,"Ideal","E","VS2",60.3,57,1596,5.28,5.3,3.19,0
"6590",0.5,"Ideal","H","SI2",62.9,57,958,5.04,5.01,3.16,0
"7607",0.38,"Premium","D","SI2",61.1,58,812,4.68,4.62,2.84,0
"36038",0.9,"Very Good","G","SI1",61.3,60,3841,6.14,6.17,3.77,0
"15265",0.36,"Very Good","E","VS2",59.8,62,789,4.56,4.61,2.74,0
"22198",1.01,"Very Good","E","SI1",62.8,57,5499,6.37,6.41,4.01,1
"31492",0.73,"Very Good","D","SI1",63.1,57,2808,5.74,5.7,3.61,0
"17322",0.76,"Ideal","H","SI2",61.7,56,2404,5.88,5.86,3.62,0
"14139",0.54,"Ideal","F","VVS2",61,54,2231,5.28,5.3,3.23,0
"9800",0.31,"Very Good","G","VVS2",63.2,58,907,4.32,4.26,2.71,0
"28309",0.23,"Ideal","F","VS2",61.8,55,493,3.93,3.96,2.43,0
"8585",0.71,"Very Good","E","SI2",61.9,63,2375,5.74,5.69,3.54,0
"31673",1.52,"Fair","I","I1",67.7,58,3745,7.07,7,4.76,0
"4999",0.43,"Premium","F","VS1",59.9,58,1056,4.89,4.93,2.94,0
"15995",0.71,"Premium","I","VS2",62.7,59,2127,5.66,5.69,3.56,0
"37335",0.7,"Ideal","G","VS2",62.3,57,2723,5.65,5.68,3.53,0
"4263",0.53,"Premium","E","SI2",60.5,60,1141,5.21,5.24,3.16,0
"33099",0.54,"Premium","E","VS2",59,60,1687,5.38,5.32,3.15,0
"23391",0.32,"Ideal","G","SI2",62.5,55,421,4.37,4.4,2.74,0
"37413",0.53,"Ideal","I","VS2",61.9,54,1173,5.21,5.23,3.23,0
"17444",1.16,"Ideal","H","SI2",62.2,55.7,5260,6.68,6.74,4.18,1
"30594",0.43,"Premium","G","VS2",61.2,58,1113,4.9,4.84,2.98,0
"26451",0.72,"Ideal","I","SI1",61.3,56,2351,5.78,5.81,3.55,0
"25648",1.51,"Good","G","VS2",64.2,54,11640,7.18,7.27,4.64,1
"39411",0.4,"Ideal","D","VS2",61.3,57,982,4.75,4.77,2.92,0
"32362",0.41,"Premium","F","SI1",61,60,969,4.81,4.77,2.92,0
"1136",0.31,"Ideal","E","VS1",61.9,56,734,4.32,4.34,2.68,0
"38725",0.4,"Very Good","G","VVS2",58.9,58,982,4.8,4.84,2.84,0
"17477",1.37,"Premium","G","SI2",62.4,58,6260,7.1,7,4.4,1
"2458",0.51,"Ideal","F","VVS2",61.7,56,1998,5.12,5.15,3.17,0
"3662",0.38,"Very Good","F","VS2",60.9,56,800,4.67,4.72,2.86,0
"39805",0.32,"Very Good","G","VVS2",62.6,58,730,4.35,4.37,2.73,0
"20863",1.27,"Very Good","G","VVS2",61.5,58,10321,6.9,6.96,4.26,1
"13263",1.01,"Very Good","E","VS2",62.6,56,6043,6.39,6.43,4.01,1
"19449",0.34,"Premium","G","VS2",61.1,60,765,4.53,4.51,2.76,0
"33009",1.53,"Premium","H","VS2",59.3,59,10224,7.53,7.59,4.48,1
"2184",1.21,"Premium","H","VS2",58.8,59,6708,7.01,6.98,4.11,1
"36351",1.04,"Very Good","D","VVS2",60.8,58,10130,6.49,6.53,3.96,1
"15104",3,"Very Good","H","I1",63.1,55,6512,9.23,9.1,5.77,1
"7502",0.9,"Premium","E","SI1",62.9,58,4158,6.16,6.11,3.86,1
"36451",1.15,"Premium","E","SI2",61.8,56,4701,6.75,6.7,4.15,1
"31483",0.62,"Ideal","F","SI2",61.8,55,1364,5.5,5.51,3.4,0
"11784",0.5,"Ideal","F","SI1",62.7,57,1378,5.09,5.06,3.18,0
"11971",0.78,"Ideal","G","SI1",62.2,55,3267,5.87,5.9,3.66,0
"37682",0.7,"Premium","F","SI1",62.5,59,2354,5.67,5.65,3.54,0
"35068",1.01,"Ideal","E","SI1",62.6,57,5599,6.43,6.38,4.01,1
"25907",1.25,"Premium","D","SI2",59.8,55,4543,7.07,7.01,4.21,1
"39892",0.3,"Fair","E","SI1",64.5,49,630,4.28,4.25,2.75,0
"33712",0.3,"Good","F","SI1",63.6,55,641,4.33,4.28,2.74,0
"24415",0.9,"Very Good","G","SI1",61.6,59,3597,6.13,6.19,3.8,0
"20026",1.52,"Ideal","H","SI1",61.3,57,9448,7.38,7.32,4.51,1
"31121",0.41,"Ideal","E","VS2",62,56,935,4.72,4.79,2.95,0
"14309",0.7,"Ideal","G","VS2",62.9,56,2375,5.7,5.65,3.57,0
"24301",1.1,"Ideal","G","VS2",60.9,56,6939,6.68,6.79,4.1,1
"35956",0.33,"Ideal","E","VVS1",61.7,56,984,4.46,4.48,2.76,0
"9866",0.5,"Premium","G","VS1",59.8,58,1746,5.19,5.15,3.09,0
"19706",1.09,"Ideal","F","SI2",61.6,55,5143,6.59,6.65,4.08,1
"11602",1.05,"Ideal","G","SI2",59.6,57,3299,6.58,6.53,3.91,0
"35545",1.04,"Ideal","F","VS2",60.1,59,7035,6.59,6.63,3.97,1
"31767",1.12,"Ideal","I","VS2",61.2,54,5392,6.74,6.77,4.13,1
"29274",0.36,"Ideal","F","VS1",61.3,55,803,4.59,4.61,2.82,0
"15564",0.54,"Very Good","E","SI2",60.7,56.5,1415,5.24,5.28,3.19,0
"864",0.42,"Ideal","F","VS2",62,55,872,4.79,4.82,2.98,0
"10230",0.7,"Ideal","G","VS2",61.6,56,2757,5.7,5.67,3.5,0
"38154",1.56,"Good","I","VS2",57.2,62,9609,7.66,7.72,4.4,1
"37966",0.4,"Ideal","G","VVS1",62,56,1043,4.73,4.76,2.94,0
"15984",1.58,"Good","I","VS1",58.6,62,9775,7.59,7.66,4.47,1
"25750",0.71,"Premium","F","SI1",62.7,57,2633,5.68,5.65,3.55,0
"16482",0.32,"Premium","H","VS2",61,60,505,4.35,4.41,2.67,0
"16421",0.4,"Very Good","F","VVS1",61.9,57,1263,4.69,4.71,2.91,0
"19119",1.15,"Ideal","G","SI2",62.8,57,3613,6.7,6.65,4.19,0
"10963",0.31,"Ideal","D","VS2",62.5,56,734,4.34,4.36,2.72,0
"13670",1.2,"Premium","F","VS2",60.1,57,7865,6.82,6.76,4.08,1
"26063",0.54,"Ideal","G","VVS1",61.7,56,2041,5.24,5.26,3.24,0
"25937",0.83,"Ideal","H","SI1",62.4,57,2720,6.03,5.98,3.75,0
"26605",0.32,"Premium","F","VS2",60.6,59,828,4.44,4.4,2.68,0
"13416",0.56,"Ideal","F","VS1",61.7,54,1915,5.28,5.32,3.27,0
"14558",0.93,"Ideal","I","SI2",62.3,57,3101,6.2,6.22,3.87,0
"17900",0.31,"Ideal","F","VS1",61.8,56,695,4.33,4.36,2.68,0
"29113",0.76,"Premium","D","VS2",61.7,59,3581,5.87,5.9,3.63,0
"19973",0.7,"Good","E","SI1",58.3,64,2370,5.77,5.69,3.34,0
"16740",0.3,"Good","G","VS2",63.5,58,456,4.24,4.29,2.71,0
"38421",0.33,"Ideal","H","VVS1",62.5,56,901,4.44,4.42,2.77,0
"3748",0.58,"Very Good","G","VVS2",62.1,58,1872,5.35,5.4,3.34,0
"28834",1.53,"Premium","G","I1",62.8,58,6183,7.39,7.28,4.61,1
"23342",0.52,"Ideal","D","VS2",61.8,55,1822,5.16,5.19,3.2,0
"11874",0.58,"Ideal","E","VS2",61.8,57,1903,5.32,5.36,3.3,0
"5895",0.71,"Ideal","G","VS1",61.8,57,3431,5.69,5.73,3.53,0
"19463",1.12,"Ideal","F","VS2",61.9,55,7589,6.68,6.73,4.15,1
"27891",0.7,"Premium","D","VS1",62.5,60,3410,5.67,5.62,3.53,0
"20527",1.05,"Very Good","E","I1",62.2,61,3234,6.48,6.51,4.04,0
"25571",0.3,"Good","E","VVS1",57.8,60,763,4.45,4.48,2.58,0
"35702",0.53,"Ideal","E","VVS2",61.8,55,2433,5.16,5.19,3.2,0
"5325",0.54,"Ideal","G","VVS2",62.2,55,1868,5.22,5.27,3.26,0
"9489",0.31,"Very Good","F","VS2",62.7,57,500,4.31,4.36,2.72,0
"12924",0.81,"Ideal","E","VVS2",62.2,53.7,5373,5.97,5.99,3.72,1
"2262",1.01,"Fair","D","SI1",64.6,60,4751,6.12,6.08,3.94,1
"35536",0.42,"Very Good","F","SI1",63.4,56,926,4.78,4.75,3.02,0
"6785",0.7,"Premium","G","SI1",63,56,2386,5.68,5.65,3.57,0
"18713",0.43,"Ideal","G","VVS1",61.5,56,1207,4.85,4.87,2.99,0
"33147",0.36,"Ideal","I","IF",61.8,55,735,4.58,4.61,2.84,0
"35648",0.4,"Ideal","D","SI1",60.8,57,772,4.77,4.81,2.91,0
"33919",1.3,"Premium","H","SI1",62.9,60,5671,6.95,6.88,4.35,1
"27956",0.51,"Ideal","F","IF",62.5,54,2730,5.12,5.16,3.21,0
"12750",0.3,"Ideal","H","VS2",60.7,57,608,4.37,4.33,2.64,0
"35964",0.7,"Very Good","E","VS2",60.2,62,2843,5.71,5.75,3.45,0
"39219",1.01,"Premium","F","VS1",62.6,58,6176,6.48,6.37,4.02,1
"15631",0.32,"Ideal","F","VVS2",61.2,55,800,4.43,4.46,2.72,0
"6112",0.32,"Ideal","G","VS1",61.6,55,665,4.43,4.5,2.75,0
"29866",1.66,"Premium","H","VS2",62.3,58,10993,7.62,7.57,4.73,1
"38352",1.44,"Very Good","H","SI2",58.2,61,7128,7.45,7.51,4.35,1
"3525",0.72,"Ideal","H","VVS1",61.8,55,3180,5.74,5.78,3.56,0
"14389",0.34,"Very Good","E","VS2",58.8,59,745,4.56,4.59,2.69,0
"16073",0.51,"Premium","F","VS1",60.9,57,1836,5.27,5.17,3.18,0
"18436",0.53,"Ideal","F","VS1",60.8,55,1939,5.26,5.3,3.21,0
"26870",0.33,"Ideal","G","VS1",61.5,56,699,4.45,4.48,2.74,0
"78",0.55,"Good","D","IF",58,62,3509,5.31,5.41,3.12,0
"14087",0.51,"Very Good","G","VS2",62.6,57,1343,5.1,5.15,3.21,0
"11925",1.21,"Premium","F","VS1",61.3,57,8879,6.9,6.86,4.22,1
"23673",0.38,"Ideal","E","VS1",60.8,56,940,4.7,4.75,2.86,0
"12570",0.32,"Ideal","J","VS2",62.2,57,393,4.36,4.38,2.72,0
"37579",0.3,"Good","J","SI1",63.8,56,450,4.26,4.23,2.71,0
"27839",0.32,"Ideal","G","VS1",60.8,57,645,4.39,4.42,2.68,0
"15244",2.02,"Premium","H","SI2",61.7,61,12680,8.14,8.08,5.01,1
"9485",1.22,"Fair","G","SI2",64.7,61,3763,6.75,6.68,4.34,0
"27181",0.43,"Ideal","J","VS1",61.9,55.5,706,4.81,4.84,2.99,0
"38904",0.31,"Good","D","VS2",63.6,56,567,4.26,4.32,2.73,0
"12018",1,"Very Good","F","IF",63.9,56,9248,6.31,6.34,4.04,1
"23670",0.9,"Fair","E","VVS2",58.1,59,5551,6.21,6.26,3.62,1
"34706",0.35,"Ideal","D","VS2",62.4,57,1063,4.56,4.51,2.83,0
"5599",1.53,"Premium","H","VS2",62.2,58,11280,7.34,7.3,4.55,1
"2736",1.21,"Ideal","G","VS2",59.8,57,8097,6.98,6.9,4.15,1
"28937",1.53,"Premium","I","SI2",62.7,62,7389,7.41,7.23,4.59,1
"12416",0.4,"Premium","I","VVS1",59.5,59,1080,4.79,4.76,2.84,0
"20307",0.7,"Very Good","F","SI1",60.3,57,2343,5.73,5.77,3.47,0
"29244",1.22,"Premium","H","SI1",61,59,4829,6.92,6.86,4.2,1
"20019",1.53,"Ideal","I","SI1",61.9,54,8971,7.43,7.5,1.53,1
"4530",0.51,"Very Good","E","VS2",61.4,56,1612,5.15,5.18,3.17,0
"28023",1.2,"Ideal","G","SI1",61.5,54,6160,6.85,6.87,4.22,1
"11001",1.31,"Ideal","F","VS1",62.1,55,12825,6.97,7,4.34,1
"20800",1.2,"Premium","I","SI2",62.7,58,5141,6.82,6.76,4.26,1
"15086",0.3,"Very Good","G","VS2",62.1,56,541,4.27,4.3,2.66,0
"27267",0.9,"Premium","H","VS2",60.7,58,4082,6.21,6.17,3.76,1
"18618",0.55,"Ideal","E","VS2",61.4,56,1667,5.26,5.32,3.25,0
"5782",0.75,"Premium","H","VS2",59.1,58,2496,5.93,6.02,3.53,0
"14625",1.21,"Very Good","G","VS2",63.1,58,7416,6.77,6.71,4.25,1
"29318",0.32,"Ideal","D","VVS2",61.7,55,1014,4.42,4.39,2.72,0
"30704",0.41,"Premium","G","VS2",62.6,59,1061,4.76,4.73,2.97,0
"24051",1.01,"Ideal","G","VS1",62.9,57,6176,6.43,6.39,4.03,1
"2823",0.5,"Premium","E","VS2",58.1,61,1420,5.23,5.17,3.02,0
"33751",1.32,"Ideal","I","VS1",61.2,57,7617,7.12,7.06,4.34,1
"32739",0.31,"Premium","H","VVS2",62.6,60,625,4.29,4.33,2.7,0
"39240",0.41,"Ideal","E","VS1",62.1,55,1079,4.77,4.8,2.97,0
"1703",0.51,"Premium","E","SI1",58.8,58,1443,5.28,5.23,3.09,0
"35083",1.22,"Ideal","E","SI2",62.8,54,4974,6.78,6.75,4.25,1
"36528",0.63,"Very Good","G","VVS2",63.3,59.2,2188,5.42,5.44,3.44,0
"23538",1,"Good","D","SI1",61.9,65,5005,6.31,6.36,3.92,1
"33814",0.34,"Ideal","E","VS1",61.2,57,805,4.45,4.51,2.74,0
"619",1.06,"Ideal","I","SI2",61.9,59,4103,6.47,6.52,4.02,1
"33807",0.7,"Ideal","D","VVS2",61.1,55,5539,5.75,5.78,3.52,1
"31687",0.73,"Ideal","E","VS2",62.2,59,3198,5.74,5.77,3.58,0
"36033",0.61,"Ideal","E","VVS1",62.2,56,3084,5.43,5.47,3.39,0
"23088",0.3,"Ideal","I","VS2",60.3,57,438,4.36,4.39,2.64,0
"20368",0.41,"Ideal","E","VVS2",61.7,56,1432,4.77,4.8,2.95,0
"21099",0.7,"Fair","G","I1",68.3,56,978,5.52,5.4,3.73,0
"27590",2.01,"Premium","E","SI2",58.9,60,17179,8.24,8.2,4.84,1
"16688",1.23,"Ideal","F","VVS2",61.8,56,11040,6.84,6.89,4.24,1
"18565",0.52,"Ideal","G","VVS2",61,56,2012,5.24,5.18,3.18,0
"7584",0.53,"Ideal","E","VVS2",62.5,57,2250,5.12,5.18,3.22,0
"595",0.42,"Very Good","D","SI1",60.8,59,810,4.82,4.85,2.94,0
"4803",0.71,"Premium","H","VS1",59.1,61,2572,5.87,5.83,3.46,0
"13625",0.31,"Premium","E","VS1",60,59,942,4.42,4.38,2.64,0
"4730",0.36,"Very Good","H","IF",61.6,56,865,4.57,4.62,2.83,0
"3947",0.74,"Ideal","G","SI1",60.6,55,3130,5.87,5.93,3.57,0
"30626",0.9,"Very Good","H","VS2",61.8,56,4155,6.18,6.25,3.84,1
"5380",1.05,"Ideal","I","VS1",61.5,55,5101,6.56,6.61,4.05,1
"16741",0.53,"Ideal","E","SI1",61.9,55,1435,5.18,5.22,3.22,0
"19576",1.2,"Premium","H","SI1",62.4,59,5592,6.72,6.68,4.18,1
"37695",0.7,"Very Good","I","SI2",61.8,58,1977,5.65,5.71,3.51,0
"19479",0.39,"Good","G","VVS2",63.4,57,894,4.62,4.65,2.94,0
"39207",0.32,"Ideal","E","VS2",61.3,55,846,4.43,4.47,2.73,0
"1365",0.54,"Ideal","G","SI2",61.8,54,1133,5.23,5.25,3.24,0
"3871",0.52,"Premium","D","SI2",62.4,59,1385,5.15,5.05,3.18,0
"32703",1.01,"Ideal","F","I1",62.2,54,3439,6.44,6.42,4,0
"17924",0.38,"Ideal","H","VVS2",62.2,54.6,832,4.62,4.66,2.89,0
"27316",0.35,"Good","I","SI1",63.6,56,472,4.5,4.53,2.87,0
"208",0.31,"Premium","D","SI2",60.1,60,593,4.41,4.38,2.64,0
"35410",0.69,"Good","I","VS1",61.6,61.9,1846,5.65,5.68,3.48,0
"15899",1.51,"Ideal","I","VS2",62.9,53,9471,7.37,7.33,4.62,1
"32830",0.33,"Ideal","I","VVS2",62.4,56,743,4.43,4.41,2.76,0
"17314",0.32,"Ideal","F","VS2",61.1,57,828,4.47,4.44,2.72,0
"23846",1.02,"Very Good","F","VS2",63.3,58,6007,6.36,6.38,4.03,1
"16257",0.31,"Ideal","G","IF",61.9,53,891,4.36,4.39,2.71,0
"9901",0.72,"Ideal","E","SI1",62.1,54,2688,5.76,5.8,3.59,0
"10016",0.7,"Ideal","G","SI2",61.8,53,2480,5.73,5.69,3.53,0
"16816",1.01,"Premium","F","VS2",61.7,58,6533,6.48,6.42,3.98,1
"6538",0.33,"Ideal","D","VS2",62.5,56,781,4.43,4.46,2.78,0
"26645",1.22,"Ideal","H","SI1",62.2,54,6727,6.83,6.86,4.26,1
"18998",0.3,"Very Good","H","VVS2",61,61,605,4.3,4.32,2.63,0
"6637",0.51,"Premium","F","SI2",62.8,60,1036,5.1,5.03,3.18,0
"11853",0.51,"Ideal","D","VS2",62.7,55,1787,5.09,5.12,3.2,0
"11512",0.33,"Ideal","E","VVS2",60.7,55,898,4.49,4.5,2.73,0
"11510",1.37,"Ideal","J","SI2",62.2,55,6091,7.07,7.11,4.41,1
"23122",0.7,"Ideal","H","SI1",62.5,56,2294,5.64,5.69,3.54,0
"39583",0.41,"Premium","G","SI1",61.4,60,923,4.82,4.75,2.94,0
"12834",0.34,"Ideal","H","VS2",61.8,55,517,4.49,4.51,2.78,0
"32462",1.06,"Very Good","D","VS2",62.8,55,7345,6.53,6.56,4.11,1
"11548",0.41,"Ideal","F","VVS2",60.1,57,1192,4.85,4.83,2.91,0
"31818",1.02,"Ideal","G","SI1",60.6,57,5367,6.49,6.52,3.94,1
"20962",0.9,"Very Good","F","SI2",62,59,3977,6.2,6.1,3.81,1
"36952",1.01,"Good","F","VVS2",63.6,60,6932,6.31,6.36,4.03,1
"39784",1.07,"Fair","E","SI2",62.2,66,4496,6.57,6.48,4.06,1
"19839",2.02,"Ideal","H","SI2",60.8,56,11715,8.21,8.14,4.97,1
"14109",1.51,"Ideal","J","VS2",62.4,57,7651,7.35,7.3,4.57,1
"26404",1.25,"Premium","H","SI1",62.2,57,6783,6.91,6.85,4.28,1
"1474",2,"Ideal","G","SI1",61.7,55,13675,8.11,8.07,4.99,1
"8090",0.35,"Good","F","SI1",63.6,54,748,4.52,4.51,2.87,0
"36290",0.3,"Very Good","G","VS2",63,56,526,4.27,4.3,2.7,0
"24220",0.38,"Ideal","E","VS1",62.2,55,1112,4.67,4.63,2.89,0
"32667",1.01,"Good","D","VS1",63.1,59,7955,6.34,6.37,4.01,1
"16136",2.02,"Premium","I","SI1",60.9,60,16368,8.13,8.1,4.94,1
"9935",0.8,"Ideal","G","VS1",61.1,58,3578,5.96,6.03,3.66,0
"3148",0.51,"Good","H","VS1",63.7,55,1438,5.07,5.1,3.24,0
"17852",0.35,"Premium","G","IF",59.1,59,1116,4.62,4.59,2.72,0
"14770",0.39,"Fair","G","IF",57.1,61,1127,4.83,4.88,2.77,0
"18722",0.32,"Good","E","SI1",63.3,55,524,4.33,4.36,2.75,0
"18168",0.45,"Ideal","D","SI1",60.6,55,1027,4.99,4.97,3.02,0
"20001",1.03,"Premium","E","SI2",61,60,4441,6.46,6.53,3.96,1
"1771",0.73,"Ideal","F","SI1",62.1,55,2822,5.75,5.78,3.58,0
"919",1.5,"Premium","I","SI2",60.8,58,7526,7.34,7.24,4.43,1
"6493",0.35,"Good","D","SI2",63.3,55,522,4.45,4.49,2.83,0
"7877",0.91,"Premium","E","SI1",59.8,59,4729,6.28,6.23,3.74,1
"37136",1.87,"Ideal","J","SI1",62.3,57,10137,7.88,7.82,4.89,1
"2029",0.42,"Very Good","F","VS2",61.7,59,884,4.75,4.82,2.95,0
